==== 1 ====
5,0.058823529411764705,0.058823529411764705,0.058823529411764705
ASTRAL,0.08823529411764706,0.08823529411764706,0.08823529411764706
QFM,0.058823529411764705,0.058823529411764705,0.058823529411764705
==== 6 ====
Iteration,FP,FN,RF
0,0.0,0.058823529411764705,0.029411764705882353
1,0.030303030303030304,0.058823529411764705,0.044563279857397504
2,0.0,0.058823529411764705,0.029411764705882353
3,0.030303030303030304,0.058823529411764705,0.044563279857397504
4,0.0,0.058823529411764705,0.029411764705882353
5,0.030303030303030304,0.058823529411764705,0.044563279857397504
ASTRAL,0.0,0.0,0.0
QFM,0.0,0.0,0.0
==== 7 ====
Iteration,FP,FN,RF
0,0.06060606060606061,0.08823529411764706,0.07442067736185384
1,0.06060606060606061,0.08823529411764706,0.07442067736185384
2,0.06060606060606061,0.08823529411764706,0.07442067736185384
3,0.06060606060606061,0.08823529411764706,0.07442067736185384
4,0.06060606060606061,0.08823529411764706,0.07442067736185384
5,0.06060606060606061,0.08823529411764706,0.07442067736185384
ASTRAL,0.029411764705882353,0.029411764705882353,0.029411764705882353
QFM,0.058823529411764705,0.058823529411764705,0.058823529411764705
==== 8 ====
Iteration,FP,FN,RF
0,0.06060606060606061,0.08823529411764706,0.07442067736185384
1,0.06060606060606061,0.08823529411764706,0.07442067736185384
2,0.06060606060606061,0.08823529411764706,0.07442067736185384
3,0.06060606060606061,0.08823529411764706,0.07442067736185384
4,0.06060606060606061,0.08823529411764706,0.07442067736185384
5,0.06060606060606061,0.08823529411764706,0.07442067736185384
ASTRAL,0.08823529411764706,0.08823529411764706,0.08823529411764706
QFM,0.08823529411764706,0.08823529411764706,0.08823529411764706
==== 9 ====
Iteration,FP,FN,RF
0,0.029411764705882353,0.029411764705882353,0.029411764705882353
1,0.029411764705882353,0.029411764705882353,0.029411764705882353
2,0.029411764705882353,0.029411764705882353,0.029411764705882353
3,0.029411764705882353,0.029411764705882353,0.029411764705882353
4,0.029411764705882353,0.029411764705882353,0.029411764705882353
5,0.029411764705882353,0.029411764705882353,0.029411764705882353
ASTRAL,0.029411764705882353,0.029411764705882353,0.029411764705882353
QFM,0.029411764705882353,0.029411764705882353,0.029411764705882353
==== 10 ====
Iteration,FP,FN,RF
0,0.0,0.0,0.0
1,0.0,0.029411764705882353,0.014705882352941176
2,0.0,0.0,0.0
3,0.0,0.029411764705882353,0.014705882352941176
4,0.0,0.0,0.0
5,0.0,0.0,0.0
ASTRAL,0.029411764705882353,0.029411764705882353,0.029411764705882353
QFM,0.0,0.0,0.0
==== 11 ====
Iteration,FP,FN,RF
0,0.0,0.029411764705882353,0.014705882352941176
1,0.0,0.029411764705882353,0.014705882352941176
2,0.0,0.029411764705882353,0.014705882352941176
3,0.0,0.029411764705882353,0.014705882352941176
4,0.0,0.029411764705882353,0.014705882352941176
5,0.0,0.029411764705882353,0.014705882352941176
ASTRAL,0.029411764705882353,0.029411764705882353,0.029411764705882353
QFM,0.029411764705882353,0.029411764705882353,0.029411764705882353
==== 12 ====
Iteration,FP,FN,RF
0,0.058823529411764705,0.058823529411764705,0.058823529411764705
1,0.058823529411764705,0.058823529411764705,0.058823529411764705
2,0.058823529411764705,0.058823529411764705,0.058823529411764705
3,0.058823529411764705,0.058823529411764705,0.058823529411764705
4,0.058823529411764705,0.058823529411764705,0.058823529411764705
5,0.058823529411764705,0.058823529411764705,0.058823529411764705
ASTRAL,0.058823529411764705,0.058823529411764705,0.058823529411764705
QFM,0.029411764705882353,0.029411764705882353,0.029411764705882353
==== 13 ====
Iteration,FP,FN,RF
0,0.029411764705882353,0.029411764705882353,0.029411764705882353
1,0.029411764705882353,0.029411764705882353,0.029411764705882353
2,0.029411764705882353,0.029411764705882353,0.029411764705882353
3,0.029411764705882353,0.029411764705882353,0.029411764705882353
4,0.029411764705882353,0.029411764705882353,0.029411764705882353
5,0.029411764705882353,0.029411764705882353,0.029411764705882353
ASTRAL,0.029411764705882353,0.029411764705882353,0.029411764705882353
QFM,0.029411764705882353,0.029411764705882353,0.029411764705882353
==== 14 ====
Iteration,FP,FN,RF
0,0.0,0.029411764705882353,0.014705882352941176
1,0.0,0.029411764705882353,0.014705882352941176
2,0.0,0.029411764705882353,0.014705882352941176
3,0.0,0.029411764705882353,0.014705882352941176
4,0.0,0.029411764705882353,0.014705882352941176
5,0.0,0.029411764705882353,0.014705882352941176
ASTRAL,0.029411764705882353,0.029411764705882353,0.029411764705882353
QFM,0.0,0.0,0.0
==== 15 ====
Iteration,FP,FN,RF
0,0.029411764705882353,0.029411764705882353,0.029411764705882353
1,0.029411764705882353,0.029411764705882353,0.029411764705882353
2,0.029411764705882353,0.029411764705882353,0.029411764705882353
3,0.029411764705882353,0.029411764705882353,0.029411764705882353
4,0.029411764705882353,0.029411764705882353,0.029411764705882353
5,0.029411764705882353,0.029411764705882353,0.029411764705882353
ASTRAL,0.029411764705882353,0.029411764705882353,0.029411764705882353
QFM,0.029411764705882353,0.029411764705882353,0.029411764705882353
==== 16 ====
Iteration,FP,FN,RF
0,0.0,0.029411764705882353,0.014705882352941176
1,0.0,0.029411764705882353,0.014705882352941176
2,0.0,0.029411764705882353,0.014705882352941176
3,0.0,0.029411764705882353,0.014705882352941176
4,0.0,0.029411764705882353,0.014705882352941176
5,0.0,0.029411764705882353,0.014705882352941176
ASTRAL,0.058823529411764705,0.058823529411764705,0.058823529411764705
QFM,0.0,0.0,0.0
==== 17 ====
Iteration,FP,FN,RF
0,0.058823529411764705,0.058823529411764705,0.058823529411764705
1,0.058823529411764705,0.058823529411764705,0.058823529411764705
2,0.058823529411764705,0.058823529411764705,0.058823529411764705
3,0.058823529411764705,0.058823529411764705,0.058823529411764705
4,0.058823529411764705,0.058823529411764705,0.058823529411764705
5,0.058823529411764705,0.058823529411764705,0.058823529411764705
ASTRAL,0.058823529411764705,0.058823529411764705,0.058823529411764705
QFM,0.058823529411764705,0.058823529411764705,0.058823529411764705
==== 18 ====
Iteration,FP,FN,RF
0,0.0,0.029411764705882353,0.014705882352941176
1,0.0,0.029411764705882353,0.014705882352941176
2,0.0,0.029411764705882353,0.014705882352941176
3,0.0,0.029411764705882353,0.014705882352941176
4,0.0,0.029411764705882353,0.014705882352941176
5,0.0,0.029411764705882353,0.014705882352941176
ASTRAL,0.058823529411764705,0.058823529411764705,0.058823529411764705
QFM,0.029411764705882353,0.029411764705882353,0.029411764705882353
==== 19 ====
Iteration,FP,FN,RF
0,0.030303030303030304,0.058823529411764705,0.044563279857397504
1,0.030303030303030304,0.058823529411764705,0.044563279857397504
2,0.030303030303030304,0.058823529411764705,0.044563279857397504
3,0.030303030303030304,0.058823529411764705,0.044563279857397504
4,0.030303030303030304,0.058823529411764705,0.044563279857397504
5,0.030303030303030304,0.058823529411764705,0.044563279857397504
ASTRAL,0.08823529411764706,0.08823529411764706,0.08823529411764706
QFM,0.058823529411764705,0.058823529411764705,0.058823529411764705
==== 20 ====
Iteration,FP,FN,RF
0,0.06060606060606061,0.08823529411764706,0.07442067736185384
1,0.06060606060606061,0.08823529411764706,0.07442067736185384
2,0.06060606060606061,0.08823529411764706,0.07442067736185384
3,0.06060606060606061,0.08823529411764706,0.07442067736185384
4,0.06060606060606061,0.08823529411764706,0.07442067736185384
5,0.06060606060606061,0.08823529411764706,0.07442067736185384
ASTRAL,0.08823529411764706,0.08823529411764706,0.08823529411764706
QFM,0.08823529411764706,0.08823529411764706,0.08823529411764706
